,mel0,mel1,mel2,mel3,mel4,mel5,mel6,mel7,mel8,mel9,mel10,mel11,y
10,0.999384343624115,0.0348586998879909,0.0015733392210677,0.0032749131787568,0.0013517795596271,0.0001240110286744,0.0002575514372438,0.0006165346130728,0.0002438186056679,0.0004707317566499,0.0001282877783523,9.565125947119668e-05,0.0
11,0.99993234872818,0.0114969033747911,0.0016321033472195,0.0006115286378189,0.0002041420375462,4.478225309867412e-05,0.0002764124656096,0.0002386752166785,8.300342597067356e-05,7.38807866582647e-05,5.610273365164176e-05,2.808621320582461e-05,0.0
12,0.998830795288086,0.0275396425276994,0.0108834197744727,0.0365905165672302,0.0056930570863187,0.0016157736536115,0.0032528932206332,0.0076030925847589,0.0035636755637824,0.0016647864831611,0.0008487028535455,0.001275336369872,0.0
13,0.9993941187858582,0.0347433276474475,0.0020205315668135,0.0005177508573979,0.0001924717798829,9.593929462425876e-06,8.747440006118268e-06,2.205353302997537e-05,1.2197696378279945e-05,5.823456831421936e-06,3.7724055346188834e-06,2.185748826377676e-06,0.0
14,0.999902069568634,0.0139506328850984,0.0010501695796847,0.0003194733290001,7.792278483975679e-05,5.7002112043846864e-06,2.6809123028215254e-06,4.760956016980344e-06,2.7084554403700167e-06,5.705339845007984e-07,4.562092499327264e-07,3.66839429943866e-07,0.0
15,0.9973719716072084,0.0719735994935035,0.0083054844290018,0.0002955381933134,0.0002092708600685,1.8305041521671228e-05,1.4503056263492908e-05,1.7961840057978407e-05,7.977989298524335e-06,9.257713827537373e-06,2.4648425096529536e-06,2.5970446131395875e-06,0.0
16,0.9985427856445312,0.0535401105880737,0.0067524667829275,0.0002641242463141,6.083562038838864e-05,1.3070804925519042e-05,1.050257560564205e-05,8.622147106507327e-06,4.4477437768364325e-06,3.9052874853950925e-06,1.530850795461447e-06,1.2780260476574767e-06,0.0
17,0.988828182220459,0.1486155986785888,0.0114661082625389,0.0008078002138063,0.0003322654229123,4.503835589275696e-05,7.950534200062975e-05,9.14294068934396e-05,3.617699258029461e-05,2.6191208235104568e-05,8.265513315564021e-06,5.774444616690744e-06,0.0
18,0.9989486932754515,0.0444138459861278,0.009921558201313,0.0035005179233849,0.0025501642376184,0.0021272983867675,0.0019387385109439,0.0013594791525974,0.0010348911164328,0.0005894337664358,0.0002482498821336,0.0002417037467239,0.0
19,0.9999662637710572,0.0078053944744169,0.001832676003687,0.0015975522110238,0.0004928438575007,0.0003064771590288,0.0004388643719721,0.000432672270108,0.0002283994544995,0.0001097659987863,5.534755109692924e-05,4.324082328821533e-05,0.0
20,0.998720407485962,0.0496545098721981,0.0088620763272047,0.0033100401051342,0.0010327560594305,0.0004358169389888,0.0007466722745448,0.0007571962778456,0.0003824876621365,0.0002098787081195,0.0002693636051844,0.000164865021361,0.0
21,0.9998906254768372,0.0145901916548609,0.0019191729370504,0.0014291310217231,0.000371009693481,0.0001202548955916,0.0001644516305532,0.0002567233459558,6.494721310446039e-05,2.8411905077518892e-05,2.2719688786310144e-05,1.9277120372862555e-05,0.0
22,0.9999876022338868,0.0049490239471197,0.0003284330014139,0.0002346121618757,5.513252108357847e-05,1.0219720024906565e-05,1.0926743016170803e-05,2.4591199689893983e-05,7.58127634981065e-06,4.141673798585543e-06,1.606037926649151e-06,2.1616842786897905e-06,0.0
23,0.9999496340751648,0.0100098308175802,0.0005883913836441,0.0002356688200961,5.2802406571572646e-05,6.695020601910073e-06,1.2394971236062702e-05,3.265565828769468e-05,6.924855370016303e-06,1.08083950181026e-05,2.920190809163614e-06,3.341028786962852e-06,0.0
24,0.9997039437294006,0.0185838397592306,0.0089579178020358,0.009992966428399,0.0031302846036851,0.0008191182278096,0.0026579650584608,0.0048693912103772,0.0030819475650787,0.0032734998967498,0.001519392710179,0.001614672713913,0.0
25,0.999992847442627,0.0037626957055181,0.0002970809000544,0.0004116197524126,0.0001659077242948,8.979191989055835e-06,1.1651593922579195e-05,1.9549441276467405e-05,7.127911430870881e-06,3.245777634219849e-06,1.1807504733951646e-06,1.305353634961648e-06,0.0
26,0.9970982074737548,0.0760854929685592,0.0023944044951349,0.0005377694033086,0.0002322483051102,3.137035673717037e-05,5.571061774389818e-05,3.544727587723173e-05,7.932769221952185e-06,1.505347518104827e-05,6.589751592400717e-06,4.516496119322255e-06,0.0
27,0.9999248385429382,0.0118672763928771,0.0026510290335863,0.0014720390317961,0.0006263317773118,1.934304236783646e-05,5.621813033940271e-05,0.0001247321197297,7.443696085829288e-05,7.961789378896356e-05,2.9980259569128972e-05,1.6039895854191855e-05,0.0
28,0.998243808746338,0.0591345615684986,0.0034605397377163,0.000552634242922,0.0002140462747775,1.649175101192668e-05,2.367364322708454e-05,3.724840280483477e-05,9.42449605645379e-06,7.485301466658711e-06,2.9940765671199188e-06,9.78968273557257e-07,0.0
29,0.997580587863922,0.0694849491119384,0.0020919179078191,0.0006034750840626,0.0002637093130033,4.3988497054670006e-05,2.0596085960278288e-05,3.177055259584449e-05,8.969286682258826e-06,1.1161363545397762e-05,1.6188196241273545e-05,1.7799065972212702e-05,0.0
30,0.9997023940086364,0.0241976771503686,0.0030914030503481,0.0003417028638068,5.327089093043469e-05,7.6271776379144285e-06,5.438140306068817e-06,6.882740308356006e-06,1.4309916878119111e-06,8.441670615866315e-07,5.750261493631115e-07,2.595808155092527e-07,0.0
31,0.9999548196792604,0.0094401910901069,0.0008062469423748,0.0007488611736334,0.0002477364032529,3.755019133677706e-05,3.1219540687743574e-05,5.909741230425425e-05,3.863991878461093e-05,4.656190503737889e-05,1.198908739752369e-05,5.878992851648945e-06,0.0
32,0.9985982179641724,0.0525348484516143,0.0064310375601053,0.0005142858135513,0.0003017456328961,3.0170449463184923e-05,4.299481224734336e-05,9.267764107789844e-05,1.2777994925272653e-05,9.522612344881054e-06,2.671004949661437e-06,1.7162611811727402e-06,0.0
33,0.9994081258773804,0.0343253016471862,0.0012274542823433,0.001869355328381,0.0003548946988303,3.41919730999507e-05,2.607985152280889e-05,2.4795504941721447e-05,1.3737172594119327e-05,9.955952918971889e-06,3.197346359229414e-06,2.0065572243765928e-06,0.0
34,0.9964613914489746,0.0839978903532028,0.0029631406068801,0.0002428199804853,0.0003027190396096,6.535320426337421e-05,8.711570262676105e-05,0.0001549301960039,3.4651937312446535e-05,1.4318122339318506e-05,4.726953648059862e-06,2.402573727522394e-06,0.0
35,0.999257266521454,0.0376270525157451,0.0031606925185769,0.0073135588318109,0.002351377159357,0.0002992298686876,0.0002116809337167,0.0002032758638961,7.121624366845936e-05,3.7745190638815984e-05,1.5735717170173302e-05,7.19609761290485e-06,0.0
36,0.9955317974090576,0.0942546278238296,0.0057097924873232,0.0001761039748089,0.0001397700543748,3.063789336010814e-05,3.744063360500149e-05,5.7985602325061336e-05,1.5040782272990327e-05,8.90650426299544e-06,5.471598342410289e-06,2.5338561044918606e-06,0.0
37,0.9993908405303956,0.0348765216767787,0.000608714937698,0.0006928642396815,0.0008833489846438,0.0002380608784733,0.0001694877573754,0.0001885691017378,9.915720875142142e-05,0.0001109326694859,8.132521907100454e-05,7.793149416102096e-05,0.0
38,0.9919471144676208,0.125645637512207,0.015757743269205,0.0023946440778672,0.0001767861540429,1.1307850400044115e-05,1.28332694657729e-05,6.204038800206035e-05,1.6872427295311354e-05,4.874751994066173e-06,1.3503067748388276e-06,1.1323671742502484e-06,0.0
39,0.9901291728019714,0.1292898207902908,0.0515119507908821,0.013898984529078,0.0076470309868454,0.0010363272158429,0.00097178312717,0.0038290389347821,0.0024108462966978,0.0007171283359639,0.0003749539609998,0.000189848957234,0.0
40,0.9854990839958192,0.169081300497055,0.0137124517932534,0.0037138911429792,0.0010494178859516,5.1335300668142736e-05,8.333755249623209e-05,0.0002565827453508,6.384615699062124e-05,0.0001196904195239,2.6020617951871827e-05,8.323853762703948e-06,0.0
41,0.997398316860199,0.0671504139900207,0.0106750382110476,0.011876125819981,0.010268822312355,0.0014534747460857,0.0095192547887563,0.0127118919044733,0.0064698504284024,0.0047064539976418,0.0024012287613004,0.0016793811228126,0.0
42,0.998835265636444,0.048215564340353,0.0018492450471967,8.368155249627307e-05,6.68859647703357e-05,2.6166869702137774e-06,1.030083149089478e-05,2.1126017600181516e-05,8.573592822358478e-06,5.188573140912922e-06,1.7780996586225228e-06,1.9837161744362675e-06,0.0
43,0.9999511241912842,0.0098690222948789,0.0003913401160389,0.0002847028081305,0.0001497069606557,1.702197187114507e-05,4.0235143387690187e-05,4.210567203699611e-05,1.1779186024796218e-05,1.2049314136675092e-05,1.100214103644248e-05,7.837085831852164e-06,0.0
44,0.999719262123108,0.0236209742724895,0.0018428923794999,0.0001699495769571,0.0001066385229933,1.1648080544546248e-05,1.572555447637569e-05,1.5022870684333611e-05,4.301759418012807e-06,2.661397275005584e-06,1.3798324971503462e-06,7.955017053973279e-07,0.0
45,0.9998385310173036,0.0178765580058097,0.0015620127087458,0.000847574265208,0.0004374628479126,2.2689904653816484e-05,1.792629154806491e-05,2.3668895664741285e-05,9.032287380250636e-06,1.0088533599628136e-05,5.150528068043059e-06,3.810235966739128e-06,0.0
46,0.997882068157196,0.0644484385848045,0.0087359976023435,0.0010516168549656,0.0006640346255153,1.590622923686169e-05,1.9966370018664747e-05,4.5290322304936126e-05,2.87154944089707e-05,7.869159162510186e-06,1.600605173734948e-06,8.191545930458233e-07,0.0
47,0.9983268976211548,0.0554797947406768,0.0090278955176472,0.0123191606253385,0.005553679075092,0.0008753686561249,0.0002833282051142,0.0006336150690913,0.0002788675483316,6.879358988953754e-05,9.334684727946296e-05,0.0001658777327975,0.0
48,0.9954736828804016,0.0944968909025192,0.0100950263440608,0.0006260460359044,0.0003218239580746,5.5034903198247775e-05,1.5250931028276682e-05,8.159859135048464e-05,3.200757782906294e-05,3.5830136766890064e-05,1.0095978723256849e-05,7.122151600924553e-06,0.0
49,0.9999822974205016,0.0058154296129941,0.0003915022243745,0.0012131710536777,0.0001137444996857,2.408848376944661e-05,1.471782525186427e-05,4.249748235451989e-05,2.059957478195429e-05,1.1893254850292578e-05,3.284120793978218e-06,1.5632729173375992e-06,0.0
50,0.9998443126678468,0.0175750851631164,0.0006022827001288,0.0013872679555788,0.0003296880458947,5.9475074522197247e-05,5.384586256695911e-05,0.0002511720522306,9.388256148668006e-05,4.9631162255536765e-05,1.2655832506425211e-05,1.0522206139285116e-05,0.0
51,0.99986469745636,0.0137971388176083,0.0017379857599735,0.0075801881030201,0.0042448323220014,0.0003797237586695,0.0006353376666083,0.0009040543227456,0.0005446585128083,0.0002190405357396,8.642700413474813e-05,4.279217682778835e-05,0.0
52,0.9999831914901732,0.0057351514697074,0.0002117137191817,0.0006457975832745,0.0004337023128755,6.940581079106778e-05,7.545296102762222e-05,0.0002349176211282,4.409549728734419e-05,1.1215440281375775e-05,2.2623119093623245e-06,3.735803602467058e-06,0.0
53,0.9999264478683472,0.0120939621701836,0.0008193053072318,0.0003472762182354,4.003346111858264e-05,1.0508068044146056e-05,3.407123949727975e-05,3.6030054616276175e-05,9.962097465177068e-06,4.624686425813707e-06,1.3666420954905334e-06,6.984391802689061e-07,0.0
54,0.9999316930770874,0.0114152813330292,0.000905834021978,0.0021843360736966,0.0007173118065111,0.0001327296340605,0.0002824779367074,0.0003324476128909,0.0001396651059621,8.489624451613054e-05,4.9485908675706014e-05,3.663683673948981e-05,0.0
55,0.9999668598175048,0.0080769564956426,0.0009298492223024,0.0003965043579228,0.0001271344081033,2.3196795154944997e-05,4.0836916014086455e-05,8.268823148682714e-05,2.72357738140272e-05,1.971363963093609e-05,7.868459761084523e-06,5.881102424609708e-06,0.0
56,0.9906318783760072,0.1362947225570678,0.0084932204335927,0.0004081225197296,0.0001934564497787,8.968113252194598e-05,4.616484875441529e-05,0.0001372983533656,6.601106724701822e-05,0.0001154893179773,7.212252967292443e-05,5.410851372289471e-05,0.0
57,0.9993485808372498,0.0360813215374946,0.0003666690317913,0.0007249990594573,0.000198774432647,2.971810863527935e-05,1.8879325580201112e-05,6.070264498703182e-05,3.3536773116793483e-05,3.589809421100654e-05,1.1142465154989624e-05,1.059126680047484e-05,0.0
58,0.9899108409881592,0.1415238678455352,0.0067071607336401,0.0013546198606491,0.0006976545555517,0.000119677009934,0.0001619366958038,0.0003099133609794,7.948527490952983e-05,6.021385343046859e-05,3.0064538805163465e-05,1.06441348179942e-05,0.0
59,0.9885384440422058,0.1504581868648529,0.0122479535639286,0.0020116725936532,0.0001930831203935,4.244482261128724e-05,4.641188206733205e-05,9.539808525005355e-05,3.315406502224505e-05,2.0486631910898723e-05,1.1678211194521282e-05,7.710500540270004e-06,0.0
60,0.9781652092933656,0.2015173882246017,0.017728503793478,0.0443865209817886,0.0099076870828866,0.0043320721015334,0.0096677122637629,0.0081902667880058,0.0027502668090164,0.0028455418068915,0.002041419269517,0.0013123586541041,0.0
61,0.9999842047691344,0.0055802166461944,0.0004988325526937,0.0002652665425557,8.291399717563763e-05,4.5634573325514793e-05,4.260100467945449e-05,1.8130083844880573e-05,7.731507139396854e-06,7.030389042483876e-06,1.864799742179457e-06,1.3617590184367143e-06,0.0
62,0.9987080097198486,0.0507287383079528,0.0028636765200644,0.0007707214099355,0.0003198767954017,2.370186302869115e-05,4.150082895648666e-05,2.488270001776982e-05,1.4182511222315952e-05,1.0004269825003576e-05,3.96707082472858e-06,2.6980053462466458e-06,0.0
63,0.9941182732582092,0.1079760491847992,0.0083732465282082,0.0001902944495668,6.456120900111273e-05,2.931708331743721e-05,2.887512528104708e-05,2.4861989004421048e-05,7.823885425750632e-06,3.1162439881882165e-06,1.8480367316442423e-06,9.698026133264648e-07,0.0
64,0.9945893287658693,0.1036650985479354,0.0067308600991964,0.000474173866678,0.0002301726926816,3.164148438372649e-05,3.472999014775269e-05,3.320241012261249e-05,6.974581992835738e-06,7.932104381325189e-06,2.5887368337862422e-06,1.5202394934021868e-06,0.0
65,0.9998555779457092,0.0169924441725015,0.0003479190054349,9.823470463743432e-05,5.826127380714752e-05,1.562679790367838e-05,1.3292063158587553e-05,1.2425600289134309e-05,6.737883722962579e-06,1.1908787200809456e-05,5.41760164196603e-06,6.537708941323217e-06,0.0
66,0.998495638370514,0.0546075813472271,0.0046697254292666,0.0015606326051056,0.0001905367389554,1.5473171515623108e-05,8.672720468894113e-06,4.532312959781848e-05,1.886661266325973e-05,1.3625847714138216e-05,3.3537362469360232e-06,1.0866866659853258e-06,0.0
67,0.9999524354934692,0.0093440897762775,0.0024575204588472,0.0013514781603589,0.000342278915923,7.204159919638187e-05,0.0001178244492621,0.0001157882361439,3.878285860992037e-05,0.000103086582385,4.448453182703816e-05,1.90259834198514e-05,0.0
68,0.999878466129303,0.0146790035068988,0.0016212014015763,0.0041005969978868,0.0024323291145265,0.0003605798410717,0.0003795041120611,0.0012601003982126,0.0004789459926541,0.0004045639652758,0.0001650180638534,0.0001024686935124,0.0
69,0.981454849243164,0.1916774958372116,0.0022132347803562,0.0008357614860869,0.0005674348794855,7.091410952853039e-05,0.0001714090758468,0.0002385714906267,0.0001143862173194,5.296999734127894e-05,2.696463889151346e-05,2.175771260226611e-05,2.0
70,0.9758195281028748,0.1689527034759521,0.0743667110800743,0.0692643672227859,0.0318724401295185,0.0179896187037229,0.0725279450416565,0.0466602332890033,0.0080284429714083,0.007112396415323,0.0025066924281418,0.002167971804738,2.0
71,0.7840755581855774,0.5705286860466003,0.1924342066049575,0.1045755520462989,0.0464362055063247,0.0279303714632987,0.0485996566712856,0.0753677412867546,0.0241297725588083,0.0103794848546385,0.0063675409182906,0.0068069160915911,2.0
72,0.979411005973816,0.1819882243871688,0.0393816567957401,0.0758698657155036,0.0116501646116375,0.004601162392646,0.0098041668534278,0.0069453855976462,0.0041468394920229,0.0026289699599146,0.0011093827197328,0.0006504643824882,2.0
73,0.989888072013855,0.1376050412654876,0.0083313062787055,0.0325833372771739,0.0058603463694453,0.0009779998799785,0.0029536597430706,0.0030790150631219,0.0008336166501976,0.0009003950399346,0.0004652095376513,0.000411953573348,2.0
74,0.9868447184562684,0.1616563498973846,0.0017762046772986,0.0011336443712934,0.0004064955282956,9.942470205714926e-05,0.0001514704636065,0.0002667584631126,0.0001101746092899,5.508911999640986e-05,1.6588661310379393e-05,1.6204801795538515e-05,2.0
75,0.9650412201881408,0.2027705907821655,0.0696272626519203,0.1402766108512878,0.0267296694219112,0.004893232602626,0.0225914660841226,0.0383477732539176,0.0158233288675546,0.0075314347632229,0.0042360224761068,0.0030905313324183,2.0
76,0.9941062927246094,0.1083642393350601,0.0013444419018924,0.0027551481034606,0.0003685383126139,0.0001074579267879,0.0002546047908253,0.0002741235366556,0.0001301401789532,0.000114223890705,9.024703467730431e-05,6.870157085359097e-05,2.0
77,0.9838082194328308,0.1775537133216858,0.0151176657527685,0.0177149027585983,0.00423378450796,0.0004979577497579,0.0036207186058163,0.0039854771457612,0.0018030247883871,0.0015536320861428,0.0006257314817048,0.0007848046370781,2.0
78,0.9741753339767456,0.2255992442369461,0.009305496700108,0.0009612891008146,0.000106800442154,4.2125819163629785e-05,0.0001412287383573,0.0001319517614319,3.670074511319399e-05,2.1293140889611092e-05,1.1875749805767556e-05,9.409463018528186e-06,2.0
79,0.8855608105659485,0.4629039466381073,0.0387365035712718,0.0010538809001445,0.0004017020983155,7.019927579676732e-05,0.0002786654513329,0.0002140877477359,8.414475450990722e-05,6.174116424517706e-05,1.8781567632686347e-05,1.89272323041223e-05,2.0
80,0.9896745681762696,0.1433164924383163,0.0015411968342959,0.001429398660548,0.0004104920662939,4.6898730943212286e-05,0.0001365631615044,0.0001782885228749,5.257365046418272e-05,4.664339212467894e-05,1.5653649825253524e-05,1.1526645721460229e-05,2.0
81,0.9980127215385436,0.0516446940600872,0.0180098880082368,0.0301943775266408,0.0047011538408696,0.003235001116991,0.0047322446480393,0.003032456850633,0.001429749187082,0.0009092864347621,0.0004754179681185,0.0002920658735092,2.0
82,0.7011088132858276,0.2306748628616333,0.3593170046806335,0.4477510452270508,0.0774195194244384,0.0352142862975597,0.1214704886078834,0.3027384281158447,0.1039410457015037,0.0269669536501169,0.0200549308210611,0.008556074462831,2.0
83,0.9172614216804504,0.3971756398677826,0.029699282720685,0.0007420943002216,0.0005255165160633,0.000112156405521,0.0001560990494908,0.0003557811724022,0.0002523255243431,7.965014083310962e-05,7.334038673434407e-05,4.26245569542516e-05,2.0
84,0.9899476170539856,0.1407188475131988,0.011340307071805,0.0058050835505127,0.0048984866589307,0.0005848670843988,0.0030784422997385,0.002332302276045,0.0004587447619996,0.0004682450962718,6.730010500177741e-05,6.012873200234026e-05,2.0
85,0.9998134970664978,0.0150244105607271,0.0057963482104241,0.0089875319972634,0.0028951130807399,0.0019462385680526,0.0035317910369485,0.0024072483647614,0.0012566789519041,0.0008320763590745,0.0004392812843434,0.0003042610769625,2.0
86,0.9552551507949828,0.2545676231384277,0.0903227478265762,0.1059867218136787,0.0211618319153785,0.0176400449126958,0.0426697097718715,0.0225232653319835,0.0102272853255271,0.0088056698441505,0.003605299629271,0.0030279734637588,2.0
87,0.8736587166786194,0.4219506978988647,0.1048551201820373,0.1845154762268066,0.093038685619831,0.0245150811970233,0.0369850508868694,0.0503577142953872,0.0206138957291841,0.005937423557043,0.002885686000809,0.0028308087494224,2.0
88,0.998601734638214,0.050634741783142,0.011067783460021,0.0073132719844579,0.0030874304939061,0.002324262401089,0.0042522898875176,0.0043274699710309,0.0013935606693848,0.0008293586433865,0.0004062866210006,0.000415101298131,2.0
89,0.5170868635177612,0.5445618629455566,0.4110996425151825,0.4738079905509949,0.110655091702938,0.0477285496890544,0.1130779311060905,0.1195095404982566,0.0296408757567405,0.0092040058225393,0.004022205248475,0.0023272258695214,2.0
90,0.9962116479873656,0.0867313593626022,0.0050315936096012,0.0031865681521594,0.0010731938527897,0.0001809762907214,0.0014895524363964,0.0010056021856144,0.0003897441492881,0.000255485298112,9.56482472247444e-05,9.776979277376086e-05,2.0
91,0.9992362856864928,0.0356809310615062,0.0120685240253806,0.0084152994677424,0.0033982535824179,0.0021130978129804,0.002638874342665,0.0032055908814072,0.0016438245074823,0.0009359769173897,0.0005168787902221,0.0004160471726208,2.0
92,0.9673675894737244,0.252729058265686,0.0173018164932727,0.0049711274914443,0.0009925182675942,0.0001640923001104,0.0014228636864572,0.0008226205827668,0.0002510564518161,0.0002184526238124,4.814503336092457e-05,8.49915886647068e-05,2.0
93,0.9727829098701476,0.2306918352842331,0.0208100117743015,0.0051670540124177,0.0026912656612694,0.0002805117401294,0.0012966432841494,0.002211628947407,0.0006004714523442,0.0005481346161104,0.0002462296397425,0.0002154635876649,2.0
94,0.8403590321540833,0.5409513711929321,0.0341506786644458,0.0013378990115597,0.0003013517707586,2.7630207114270888e-05,0.0001795669231796,0.0001544944680063,4.711416477221064e-05,4.016806997242384e-05,9.08921538211871e-06,5.157816758583067e-06,2.0
95,0.9976223111152648,0.0682730302214622,0.0075136106461286,0.0050807250663638,0.0015667688567191,0.0006010469514876,0.0012335560750216,0.0013349964283406,0.0005031668115407,0.0002031126932706,0.0001007423343253,9.65482395258732e-05,2.0
96,0.8816418647766113,0.4707940518856048,0.0325376540422439,0.0009659474017098,0.0008825729601085,0.0001037597394315,0.0001960159861482,0.0001214916483149,3.840362478513271e-05,3.977777305408381e-05,2.636844146763906e-05,3.3511390938656405e-05,2.0
97,0.9685680270195008,0.2486038655042648,0.0083514461293816,0.0015681682853028,0.0001170156974694,3.788722460740246e-05,8.159509889082983e-05,8.24152521090582e-05,2.0302131815697063e-05,1.5300363884307444e-05,7.479635769414017e-06,5.56558916287031e-06,2.0
98,0.9986427426338196,0.0440538376569747,0.0092110419645905,0.0254407227039337,0.0041652549989521,0.00086550967535,0.0017737244488671,0.0039001756813377,0.0018379237735643,0.0003454875259194,0.0001586741418577,0.0001089829384,2.0
99,0.9947150349617004,0.0534608848392963,0.0298835281282663,0.0746025443077087,0.0143140535801649,0.0026341576594859,0.0085183186456561,0.0284289624541997,0.0108496583998203,0.0031675728969275,0.0020105990115553,0.0009346422739326,2.0
100,0.9378562569618224,0.3465823531150818,0.0163636561483144,0.005830992013216,0.0010014009894803,0.000298629165627,0.0013590559829026,0.0012414746452122,0.0002462078409735,0.0002705183869693,6.295265484368429e-05,5.727264215238392e-05,2.0
101,0.8888232707977295,0.4571150243282318,0.0320580713450908,0.002689178334549,0.0019021105254068,0.0002626643981784,0.0005206927307881,0.0003853697271551,0.0002435211790725,0.0001431224809493,3.228442437830381e-05,4.010174961877056e-05,2.0
102,0.980983555316925,0.1940584182739257,0.003431043587625,0.0009485167101956,7.303353777388111e-05,3.594412919483148e-05,5.542036524275318e-05,3.783853389904834e-05,2.0217430574120957e-05,1.3459013644023798e-05,6.312898676696932e-06,4.689495199272642e-06,2.0
103,0.9988073706626892,0.0279725771397352,0.013949254527688,0.0367170684039592,0.0060398294590413,0.0015207314863801,0.0012612651335075,0.0038078594952821,0.0017817679326981,0.0006967106601223,0.0003243019164074,0.0002519917034078,2.0
104,0.7225227952003479,0.6394133567810059,0.1964042782783508,0.0807644501328468,0.0342641174793243,0.034354630857706,0.1156013011932373,0.0889940410852432,0.0119513785466551,0.0089119402691721,0.005245691165328,0.0112333614379167,2.0
105,0.9012293219566344,0.4329806864261627,0.0177041683346033,0.0001928327983478,0.0001148158844443,3.0862858693581074e-05,7.193535566329956e-05,4.891789649263956e-05,1.3786452655040192e-05,1.875665293482598e-05,4.22796711063711e-06,2.702149458855274e-06,2.0
106,0.990870714187622,0.1296067833900451,0.0305269453674554,0.0173373967409133,0.0043730987235903,0.0029334560967981,0.0072573395445942,0.0074908374808728,0.0025957797188311,0.0010510002030059,0.0006043871981091,0.0005212883697822,2.0
107,0.8871071338653564,0.4581834673881531,0.0554373785853385,0.005165004171431,0.0017656089039519,0.000348172703525,0.0019112108275294,0.0013634890783578,0.0003581358178053,0.0001578364754095,5.730742850573733e-05,6.417611439246684e-05,2.0
108,0.8667728304862976,0.4979311823844909,0.0277189835906028,0.0010515061439946,0.0001352959225187,2.24302366405027e-05,0.0001232960348716,5.8969824749510735e-05,2.5399267542525195e-05,3.0192959457053803e-05,6.576089162990684e-06,4.27133045377559e-06,2.0
109,0.9972918033599854,0.0711262300610542,0.0154051994904875,0.0088671706616878,0.0027034254744648,0.0014628964709118,0.0040600495412945,0.0026242835447192,0.0006387006142176,0.0009426997276023,0.0003406656906008,0.0002007261646213,2.0
110,0.975169837474823,0.215898185968399,0.0319641418755054,0.035829771310091,0.0070960130542516,0.0026534097269177,0.0060969805344939,0.00472699617967,0.0026343211065977,0.0012493120739236,0.0006973738200031,0.0005684753414243,2.0
111,0.7672156095504761,0.63901686668396,0.0551129169762134,0.0004591383622027,0.0001346867065876,8.132796210702509e-05,0.0002251169498777,0.0001887876278487,5.740211781812832e-05,6.979885074542835e-05,2.045029759756289e-05,1.41386235554819e-05,2.0
112,0.9952855706214904,0.0661795288324356,0.0378913506865501,0.016426458954811,0.0058646583929657,0.0096502415835857,0.0446169003844261,0.0342382006347179,0.0044016819447278,0.0027456565294414,0.0014858144568279,0.0013309181667864,2.0
